"Date","activity"
"2009-08-09",-0.2475
"2009-08-16",-0.408
"2009-08-23",-0.5
"2009-08-30",-0.6395
"2009-09-06",-0.407
"2009-09-13",-0.5315
"2009-09-20",-0.6975
"2009-09-27",-0.177
"2009-10-04",-0.641
"2009-10-11",-0.4815
"2009-10-18",-0.532
"2009-10-25",-0.579
"2009-11-01",-0.575
"2009-11-08",-0.097
"2009-11-15",-0.081
"2009-11-22",-0.029
"2009-11-29",-0.252
"2009-12-06",-0.037
"2009-12-13",-0.156
"2009-12-20",0.3185
"2009-12-27",0.6295
"2010-01-03",-0.091
"2010-01-10",-0.362
"2010-01-17",-0.455
"2010-01-24",-0.492
"2010-01-31",-0.605
"2010-02-07",-0.5655
"2010-02-14",-0.583
"2010-02-21",-0.772
"2010-02-28",-0.7375
"2010-03-07",-0.79
"2010-03-14",-0.822
"2010-03-21",-0.68
"2010-03-28",-0.84
"2010-04-04",-0.592
"2010-04-11",-0.5275
"2010-04-18",-0.5965
"2010-04-25",-0.463
"2010-05-02",-0.4665
"2010-05-09",-0.505
"2010-05-16",-0.528
"2010-05-23",-0.719
"2010-05-30",-0.625
"2010-06-06",-0.5075
"2010-06-13",-0.6685
"2010-06-20",-0.607
"2010-06-27",-0.658
"2010-07-04",-0.6425
"2010-07-11",-0.7445
"2010-07-18",-0.444
"2010-07-25",-0.262
"2010-08-01",-0.2835
"2010-08-08",-0.5145
"2010-08-15",-0.5965
"2010-08-22",-0.729
"2010-08-29",-0.8925
"2010-09-05",-0.6965
"2010-09-12",-0.59
"2010-09-19",-0.677
"2010-09-26",-0.8175
"2010-10-03",-0.7915
"2010-10-10",-0.7215
"2010-10-17",-0.6895
"2010-10-24",-0.834
"2010-10-31",-0.7425
"2010-11-07",-0.7305
"2010-11-14",-0.7435
"2010-11-21",-0.7415
"2010-11-28",-0.5905
"2010-12-05",-0.7085
"2010-12-12",-0.6925
"2010-12-19",-0.682
"2010-12-26",-0.6085
"2011-01-02",-0.4115
"2011-01-09",-0.42
"2011-01-16",-0.4995
"2011-01-23",-0.7085
"2011-01-30",-0.71
"2011-02-06",-0.64
"2011-02-13",-0.599
"2011-02-20",-0.544
"2011-02-27",-0.9235
"2011-03-06",-0.6145
"2011-03-13",-0.5735
"2011-03-20",-0.576
"2011-03-27",-0.362
"2011-04-03",-0.4085
"2011-04-10",-0.3825
"2011-04-17",0.101
"2011-04-24",-0.351
"2011-05-01",-0.1695
"2011-05-08",0.1155
"2011-05-15",-0.00299999999999999
"2011-05-22",-0.0845
"2011-05-29",0.2215
"2011-06-05",0.188
"2011-06-12",0.414
"2011-06-19",0.1995
"2011-06-26",0.267
"2011-07-03",0.233
"2011-07-10",0.133
"2011-07-17",-0.1045
"2011-07-24",-0.046
"2011-07-31",0.1395
"2011-08-07",0.2165
"2011-08-14",0.296
"2011-08-21",0.167
"2011-08-28",0.2855
"2011-09-04",0.2645
"2011-09-11",0.9195
"2011-09-18",0.3155
"2011-09-25",0.3355
"2011-10-02",0.032
"2011-10-09",0.2725
"2011-10-16",0.147
"2011-10-23",0.4625
"2011-10-30",0.279
"2011-11-06",0.244
"2011-11-13",0.2315
"2011-11-20",0.523
"2011-11-27",0.2475
"2011-12-04",0.383
"2011-12-11",0.5785
"2011-12-18",0.5895
"2011-12-25",0.4895
"2012-01-01",0.2715
"2012-01-08",0.0295
"2012-01-15",0.1905
"2012-01-22",0.191
"2012-01-29",0.0815
"2012-02-05",-0.1225
"2012-02-12",0.007
"2012-02-19",0.165
"2012-02-26",0.087
"2012-03-04",-0.075
"2012-03-11",0.128
"2012-03-18",-0.083
"2012-03-25",-0.057
"2012-04-01",-0.0805
"2012-04-08",0.393
"2012-04-15",0.2735
"2012-04-22",0.443
"2012-04-29",0.4685
"2012-05-06",0.56
"2012-05-13",0.5995
"2012-05-20",0.695
"2012-05-27",0.5395
"2012-06-03",0.6005
"2012-06-10",0.9515
"2012-06-17",0.824
"2012-06-24",0.8165
"2012-07-01",0.8655
"2012-07-08",0.8945
"2012-07-15",0.9705
"2012-07-22",0.662
"2012-07-29",0.7155
"2012-08-05",0.565
"2012-08-12",1.029
"2012-08-19",0.9565
"2012-08-26",1.253
"2012-09-02",1
"2012-09-09",0.772
"2012-09-16",0.7145
"2012-09-23",0.803
"2012-09-30",0.51
"2012-10-07",0.7135
"2012-10-14",0.5655
"2012-10-21",0.5695
"2012-10-28",0.4285
"2012-11-04",0.585
"2012-11-11",0.647
"2012-11-18",1.231
"2012-11-25",0.83
"2012-12-02",0.8415
"2012-12-09",0.873
"2012-12-16",0.7965
"2012-12-23",1.2675
"2012-12-30",0.986
"2013-01-06",0.6685
"2013-01-13",0.516
"2013-01-20",0.7875
"2013-01-27",0.7095
"2013-02-03",0.4335
"2013-02-10",0.5685
"2013-02-17",0.8805
"2013-02-24",0.506
"2013-03-03",0.5965
"2013-03-10",0.5655
"2013-03-17",0.539
"2013-03-24",0.655
"2013-03-31",0.4365
"2013-04-07",0.6765
"2013-04-14",0.5525
"2013-04-21",0.843
"2013-04-28",0.849
"2013-05-05",0.982
"2013-05-12",1.3195
"2013-05-19",0.994
"2013-05-26",1.2505
"2013-06-02",1.198
"2013-06-09",1.027
"2013-06-16",1.1835
"2013-06-23",1.3835
"2013-06-30",1.3785
"2013-07-07",1.3325
"2013-07-14",1.2725
"2013-07-21",1.3295
"2013-07-28",1.377
"2013-08-04",1.2455
"2013-08-11",1.3345
"2013-08-18",1.131
"2013-08-25",1.0425
"2013-09-01",1.415
"2013-09-08",0.9415
"2013-09-15",1.066
"2013-09-22",1.0765
"2013-09-29",0.921
"2013-10-06",1.0545
"2013-10-13",1.201
"2013-10-20",1.201
"2013-10-27",1.1935
"2013-11-03",1.133
"2013-11-10",1.2795
"2013-11-17",1.104
"2013-11-24",1.3455
"2013-12-01",0.954
"2013-12-08",1.0245
"2013-12-15",0.9515
"2013-12-22",1.5385
"2013-12-29",1.239
"2014-01-05",0.988
"2014-01-12",0.712
"2014-01-19",1.03
